Customer_ID,Age,Gender,Occupation,Region,Annual_Income,Policy_Type,Annual_Premium,Total_Claim_Amount,Number_of_Claims,Policy_Tenure_Years,Support_Calls_Last_Year,Payment_Mode,Policy_Start_Date,Retention_Offer_Accepted_After_Lapse,Policy_Renewed
INS20206,26.0,Male,Business,South,9999999.0,Life,28000.0,58400.0,0.0,12.0,1.0,Auto-debit,2022-07-25,No,Yes
INS20207,26.0,Male,Business,,220100.0,Travel,15200.0,8800.0,1.0,7.0,3.0,Net Banking,2019-05-31,No,Yes
INS20208,32.0,Female,Salaried,North,471100.0,Health,14300.0,0.0,0.0,8.0,2.0,Auto-debit,2022-01-03,No,Yes
INS20209,31.0,Male,Business,East,1652100.0,Travel,24900.0,10800.0,0.0,2.0,2.0,Credit Card,2020-03-06,No,Yes
INS20210,49.0,Male,Business,South,1031400.0,Travel,14400.0,68600.0,0.0,7.0,3.0,Credit Card,2024-07-02,No,Yes
INS20211,50.0,Female,Business,South,941700.0,Travel,28500.0,77300.0,0.0,11.0,0.0,Credit Card,2018-03-10,No,Yes
INS20212,47.0,Female,Self-employed,South,477100.0,Motor,16100.0,0.0,0.0,12.0,0.0,Net Banking,2019-09-21,No,Yes
INS20213,32.0,Male,Retired,North,377400.0,Motor,25400.0,0.0,1.0,2.0,0.0,,2020-05-13,No,Yes
INS20214,29.0,Female,Salaried,South,1378700.0,Life,19700.0,86400.0,1.0,6.0,1.0,UPI,2021-11-17,No,Yes
INS20215,31.0,Male,Retired,North,493100.0,Life,28500.0,0.0,0.0,8.0,4.0,UPI,2021-04-24,No,Yes
INS20216,46.0,Male,Salaried,South,1169800.0,Travel,9900.0,0.0,0.0,4.0,0.0,Credit Card,2021-10-10,No,Yes
INS20217,29.0,Female,Salaried,East,1429300.0,Life,15800.0,82100.0,2.0,3.0,2.0,Net Banking,2023-05-02,No,Yes
INS20218,,Male,Self-employed,South,619600.0,Health,25400.0,0.0,3.0,4.0,1.0,Net Banking,2022-09-04,Yes,No
INS20219,48.0,Female,,North,646900.0,Health,193800.0,36300.0,0.0,12.0,1.0,UPI,2021-10-05,Yes,Yes
INS20220,32.0,Male,Self-employed,West,455200.0,Life,10600.0,0.0,3.0,1.0,0.0,Credit Card,2023-08-23,Yes,No
INS20221,18.0,Female,Salaried,North,546200.0,Motor,8000.0,0.0,1.0,8.0,1.0,UPI,2023-10-22,No,Yes
INS20222,47.0,Female,Salaried,South,405300.0,Motor,18700.0,0.0,0.0,2.0,2.0,Auto-debit,2018-05-22,No,Yes
INS20223,99.0,Male,Self-employed,East,314200.0,Health,18600.0,0.0,2.0,4.0,2.0,UPI,20-Aug-2021,Yes,No
INS20224,34.0,Male,Salaried,West,719500.0,Motor,18300.0,0.0,1.0,7.0,4.0,UPI,2022-09-15,No,Yes
INS20225,35.0,Male,Self-employed,North,1403700.0,Health,24300.0,0.0,1.0,1.0,1.0,,2024-01-04,No,Yes
INS20226,49.0,Female,Salaried,South,265600.0,Motor,34400.0,52100.0,0.0,10.0,2.0,Auto-debit,2020-09-13,Yes,Yes
INS20227,34.0,Female,Self-employed,West,185700.0,Health,21200.0,0.0,0.0,10.0,1.0,Auto-debit,2021-06-19,No,Yes
INS20228,37.0,Female,Business,South,612600.0,Motor,20500.0,0.0,2.0,5.0,2.0,Auto-debit,2019-11-14,Yes,Yes
INS20229,26.0,Female,Business,North,1012800.0,Health,22000.0,13600.0,0.0,5.0,0.0,Auto-debit,2021-05-10,Yes,Yes
INS20230,62.0,Male,Business,East,613200.0,Health,47800.0,32700.0,1.0,4.0,3.0,Auto-debit,2019-11-05,No,Yes
INS20231,38.0,Female,Salaried,North,,Health,21700.0,159900.0,0.0,1.0,1.0,Auto-debit,2018-11-30,Yes,No
INS20232,47.0,Male,Self-employed,West,1102500.0,Motor,22200.0,0.0,1.0,5.0,1.0,Auto-debit,2018-06-29,No,Yes
INS20233,32.0,Female,Salaried,North,180000.0,Motor,34200.0,64100.0,0.0,6.0,0.0,UPI,2022-06-25,Yes,No
INS20234,40.0,Female,Business,North,180000.0,Life,48500.0,0.0,1.0,5.0,3.0,Auto-debit,2021-04-23,No,Yes
INS20235,28.0,Female,Business,North,925700.0,Life,29600.0,78800.0,0.0,5.0,1.0,UPI,2025-08-24,No,Yes
INS20236,50.0,Male,Salaried,North,732800.0,Life,20900.0,0.0,0.0,3.0,2.0,Auto-debit,2025-05-11,No,Yes
INS20237,49.0,Male,Salaried,South,1071200.0,Health,11400.0,0.0,0.0,3.0,0.0,UPI,2020-01-05,No,Yes
INS20238,18.0,Female,Business,South,597700.0,Motor,34200.0,0.0,1.0,10.0,1.0,Credit Card,2025-02-09,No,Yes
INS20239,3.0,Female,Business,West,416700.0,Motor,13500.0,0.0,0.0,4.0,2.0,UPI,2023-11-28,No,Yes
INS20240,33.0,Male,Salaried,North,601700.0,Health,8600.0,23000.0,0.0,6.0,1.0,Auto-debit,2018-04-02,No,Yes
INS20241,32.0,Female,Self-employed,East,839600.0,Health,18600.0,0.0,2.0,10.0,0.0,UPI,2022-12-17,No,Yes
INS20242,21.0,Male,Salaried,W,755700.0,Motor,,0.0,0.0,2.0,0.0,Auto-debit,2021-03-05,No,Yes
INS20243,51.0,Female,Salaried,South,543700.0,Health,10300.0,200800.0,0.0,10.0,0.0,Credit Card,2018-09-23,Yes,Yes
INS20244,20.0,Male,Retired,West,1045900.0,Motor,24700.0,0.0,2.0,10.0,0.0,Auto-debit,2021-01-20,No,Yes
INS20245,57.0,Female,Salaried,West,530200.0,Travel,8500.0,0.0,0.0,5.0,3.0,Net Banking,2020-02-10,No,Yes
INS20246,55.0,Male,Salaried,North,568100.0,Health,28800.0,0.0,2.0,2.0,2.0,Net Banking,2019-08-23,Yes,No
INS20247,34.0,Male,Business,North,2073800.0,Motor,12300.0,0.0,0.0,3.0,2.0,Net Banking,2022-10-30,No,Yes
INS20248,33.0,Male,Salaried,East,594900.0,Life,11700.0,0.0,0.0,2.0,0.0,,2019-02-17,No,Yes
INS20249,49.0,Male,Salaried,South,,Travel,34600.0,0.0,0.0,12.0,1.0,Net Banking,2018-06-08,No,Yes
INS20250,46.0,Female,Retired,East,334600.0,Life,12200.0,32800.0,2.0,10.0,4.0,Auto-debit,2019-04-11,No,Yes
INS20251,24.0,Male,Self-employed,West,759300.0,Health,24000.0,0.0,0.0,6.0,1.0,UPI,2019-09-26,Yes,No
INS20252,32.0,Male,Salaried,North,919300.0,Motor,,25200.0,1.0,10.0,1.0,Credit Card,2019-05-13,No,Yes
INS20253,23.0,Male,,South,523300.0,Life,25100.0,0.0,1.0,3.0,1.0,Auto-debit,2023-02-28,No,Yes
INS20254,58.0,Male,Salaried,North,1786600.0,Health,22200.0,26900.0,1.0,9.0,4.0,UPI,2018-12-01,Yes,No
INS20255,28.0,Female,Salaried,South,979100.0,Health,,15400.0,1.0,8.0,2.0,Net Banking,2022-07-01,No,Yes
INS20256,24.0,Female,Salaried,East,643500.0,Motor,18300.0,45800.0,0.0,11.0,2.0,UPI,2021-12-24,No,Yes
INS20257,43.0,Female,Business,East,213100.0,Health,22400.0,0.0,0.0,8.0,2.0,UPI,2024-11-17,Yes,No
INS20258,48.0,male,Salaried,South,955700.0,Health,20000.0,33500.0,0.0,12.0,1.0,UPI,2025-04-25,No,Yes
INS20259,48.0,Female,Salaried,South,565700.0,Motor,75600.0,0.0,0.0,10.0,1.0,Auto-debit,2018-12-19,No,Yes
INS20260,41.0,Female,Retired,East,1751100.0,Health,27200.0,0.0,0.0,3.0,0.0,UPI,2019-06-25,No,Yes
INS20261,22.0,Male,Self-employed,North,245900.0,Life,41200.0,0.0,0.0,1.0,5.0,Auto-debit,2022-12-26,No,Yes
INS20262,27.0,Female,,West,974000.0,Health,75800.0,11900.0,1.0,4.0,6.0,Net Banking,2024-08-28,No,No
INS20263,36.0,Female,Business,West,922100.0,Motor,17700.0,0.0,0.0,3.0,0.0,Auto-debit,2018-03-23,No,Yes
INS20264,45.0,Male,Salaried,West,558900.0,Health,38900.0,2151375.0,0.0,1.0,1.0,Auto-debit,2023-08-17,Yes,No
INS20265,53.0,Male,salary,North,563300.0,Motor,52700.0,0.0,0.0,5.0,3.0,Credit Card,2018-01-20,No,Yes
INS20266,32.0,Male,Salaried,East,695500.0,Motor,31900.0,16200.0,0.0,7.0,3.0,Credit Card,2023-06-03,No,Yes
INS20267,41.0,Female,Salaried,East,1437500.0,Motor,22600.0,57200.0,0.0,7.0,2.0,Credit Card,2023-12-22,No,Yes
INS20268,48.0,Male,Retired,West,931300.0,Motor,18700.0,0.0,0.0,12.0,2.0,Auto-debit,2018-11-09,No,Yes
INS20269,58.0,Male,Salaried,North,474000.0,Health,38500.0,68800.0,0.0,4.0,1.0,UPI,2019-09-22,Yes,No
INS20270,45.0,Male,Salaried,East,1223700.0,Life,21900.0,0.0,0.0,9.0,2.0,Net Banking,31/02/2023,No,Yes
INS20271,18.0,Female,Salaried,West,267300.0,Travel,19400.0,0.0,0.0,4.0,0.0,Net Banking,2023-01-22,No,Yes
INS20272,40.0,Female,Salaried,North,373100.0,Health,36400.0,0.0,0.0,9.0,3.0,Net Banking,2018-04-17,Yes,No
INS20273,47.0,Female,Business,South,655900.0,Health,38600.0,13900.0,0.0,1.0,2.0,Auto-debit,05/11/2025,No,No
INS20274,39.0,Male,Salaried,East,310900.0,Health,7800.0,0.0,1.0,10.0,1.0,Credit Card,2022-07-20,No,Yes
INS20275,40.0,Female,Self-employed,West,589000.0,Life,76800.0,0.0,2.0,2.0,1.0,Auto-debit,2023-07-11,Yes,No
INS20276,54.0,Male,Salaried,West,1247200.0,Motor,29800.0,0.0,1.0,2.0,3.0,Auto-debit,07/29/2022,No,Yes
INS20277,27.0,Female,Salaried,West,704900.0,Life,31100.0,252400.0,0.0,2.0,1.0,AUTO-DEBIT,2022-02-05,No,No
INS20278,40.0,Male,Self-employed,South,,Health,12600.0,0.0,0.0,6.0,3.0,UPI,2025-02-09,Yes,No
INS20279,41.0,Male,Self-employed,South,433300.0,Motor,26000.0,0.0,1.0,3.0,1.0,Auto-debit,2024-01-07,No,Yes
INS20280,40.0,Male,Salaried,South,389800.0,Travel,18800.0,0.0,1.0,12.0,1.0,Auto-debit,2023-01-24,No,Yes
INS20281,28.0,Male,Business,East,682700.0,Life,31000.0,424500.0,1.0,5.0,1.0,Net Banking,2022-02-07,No,Yes
INS20282,53.0,Female,Self-employed,North,952800.0,Life,,0.0,0.0,2.0,1.0,Net Banking,2021-12-25,No,Yes
INS20283,23.0,Female,Salaried,East,684100.0,Life,26400.0,0.0,0.0,11.0,2.0,,2024-03-07,No,Yes
INS20284,44.0,Female,Salaried,West,966400.0,Travel,35700.0,0.0,0.0,12.0,3.0,Credit Card,2022-10-11,Yes,No
INS20285,35.0,Male,,East,906500.0,Health,29100.0,0.0,1.0,6.0,2.0,UPI,2024-01-09,No,No
INS20286,37.0,Female,Salaried,North,1222000.0,Health,29900.0,0.0,0.0,3.0,2.0,CARD,2023-02-03,No,Yes
INS20287,18.0,Male,Salaried,South,572000.0,Motor,21400.0,53100.0,1.0,8.0,1.0,Net Banking,2021-08-23,No,Yes
INS20288,44.0,Male,Self-employed,North,427500.0,Motor,20700.0,0.0,2.0,5.0,1.0,Net Banking,2020-04-25,Yes,No
INS20289,-4.0,Male,Salaried,West,483100.0,Health,26300.0,0.0,0.0,11.0,4.0,Auto-debit,2021-06-13,Yes,Yes
INS20290,58.0,Male,Salaried,North,810800.0,Health,16300.0,0.0,1.0,5.0,1.0,Auto-debit,2023-05-29,No,Yes
INS20291,42.0,Male,Salaried,North,1328400.0,Life,29300.0,0.0,1.0,6.0,3.0,UPI,2020-03-07,No,Yes
INS20292,31.0,Male,Retired,South,472800.0,Health,32100.0,0.0,1.0,9.0,1.0,UPI,2022-09-16,No,Yes
INS20293,30.0,Male,Salaried,West,1790100.0,Health,19300.0,0.0,1.0,5.0,0.0,Auto-debit,2023-02-08,No,Yes
INS20294,47.0,Male,Business,South,1959400.0,Life,59700.0,0.0,0.0,10.0,0.0,UPI,2022-09-09,No,Yes
INS20295,37.0,Male,Salaried,West,1492200.0,Health,24300.0,6200.0,1.0,4.0,1.0,Net Banking,2018-04-25,No,Yes
INS20296,50.0,Male,Business,East,388600.0,Health,36900.0,2100.0,0.0,2.0,3.0,Net Banking,2020-05-01,No,No
INS20297,19.0,Female,Salaried,South,370100.0,Motor,41000.0,0.0,0.0,8.0,0.0,Auto-debit,2023-07-13,No,Yes
INS20298,44.0,female,Salaried,South,259100.0,Health,12700.0,405700.0,1.0,10.0,1.0,Net Banking,2021-03-08,No,Yes
INS20299,41.0,Female,Salaried,South,512600.0,Motor,13300.0,50300.0,0.0,6.0,0.0,Net Banking,2025-08-10,No,Yes
INS20300,31.0,Male,Salaried,South,681900.0,Health,29300.0,0.0,0.0,7.0,1.0,Net Banking,2020-08-12,No,Yes
INS20301,41.0,Female,,South,459400.0,Motor,41500.0,0.0,0.0,5.0,3.0,,2019-08-10,No,Yes
INS20302,26.0,Female,Salaried,West,,Motor,30200.0,1205118.0,0.0,4.0,3.0,Net Banking,2021-06-21,No,Yes
INS20303,39.0,Female,Retired,West,1906300.0,Motor,13300.0,0.0,1.0,4.0,2.0,Credit Card,2018-08-01,No,Yes
INS20304,29.0,Female,Business,South,1458900.0,Motor,56000.0,0.0,1.0,7.0,4.0,UPI,2022-12-16,Yes,No
INS20305,47.0,Male,Salaried,East,,Health,15000.0,0.0,1.0,1.0,0.0,UPI,2019-08-15,Yes,No
INS20306,35.0,Female,Salaried,West,1051000.0,Motor,23700.0,0.0,1.0,7.0,0.0,Auto-debit,2021-03-11,No,Yes
INS20307,38.0,Male,Salaried,East,1604300.0,Health,13500.0,53500.0,1.0,4.0,4.0,UPI,2019-09-20,No,Yes
INS20308,48.0,Male,,North,577700.0,Motor,111600.0,0.0,1.0,1.0,1.0,Auto-debit,2020-01-29,No,Yes
INS20309,20.0,Male,Business,South,1406300.0,Motor,28300.0,82000.0,1.0,2.0,3.0,Auto-debit,2023-11-10,No,No
INS20310,57.0,Male,Business,South,688200.0,Life,21900.0,0.0,1.0,9.0,4.0,Auto-debit,2020-06-17,Yes,No
INS20311,58.0,Female,Self-employed,West,,Health,9100.0,0.0,2.0,4.0,1.0,Net Banking,2023-02-08,No,No
INS20312,40.0,Female,Salaried,West,1194100.0,Health,-1.0,0.0,0.0,12.0,1.0,Net Banking,2020-03-05,No,Yes
INS20313,46.0,Male,Salaried,South,,Travel,27000.0,0.0,0.0,10.0,3.0,Net Banking,2024-12-18,No,Yes
INS20314,7.0,Male,Self-employed,East,1448100.0,Life,13300.0,0.0,3.0,12.0,1.0,Net Banking,2022-07-13,Yes,Yes
INS20315,32.0,Female,Salaried,South,491600.0,Health,26200.0,49500.0,0.0,2.0,3.0,Net Banking,2022-01-01,No,Yes
INS20316,27.0,Male,Salaried,North,698300.0,Life,34600.0,0.0,0.0,8.0,3.0,Auto-debit,2023-05-02,Yes,No
INS20317,44.0,Male,Salaried,South,490300.0,Travel,24400.0,0.0,0.0,9.0,0.0,Net Banking,2024-05-16,No,Yes
INS20318,47.0,Male,Business,West,924600.0,Life,29800.0,0.0,0.0,6.0,1.0,Auto-debit,2021-11-11,No,Yes
INS20319,58.0,Female,Self-employed,East,524500.0,Life,-1.0,0.0,2.0,1.0,1.0,Auto-debit,2024-06-10,No,Yes
INS20320,58.0,Male,,north,1256400.0,Health,22400.0,45500.0,0.0,11.0,3.0,UPI,2020-05-01,No,Yes
INS20321,37.0,Male,Salaried,South,509400.0,Health,24600.0,82400.0,0.0,1.0,1.0,Credit Card,2022-05-30,No,Yes
INS20322,40.0,Male,Self-employed,South,724000.0,Life,47100.0,0.0,2.0,4.0,2.0,UPI,2025-04-17,No,Yes
INS20323,50.0,Male,Salaried,,975100.0,Life,14400.0,23500.0,0.0,6.0,2.0,UPI,2023-09-06,No,Yes
INS20324,46.0,Female,Salaried,South,424000.0,Health,34400.0,0.0,0.0,5.0,4.0,Credit Card,2023-03-13,No,Yes
INS20325,40.0,Male,Business,North,275900.0,Travel,15700.0,0.0,1.0,9.0,0.0,Net Banking,2023-11-29,No,No
INS20326,58.0,Male,Salaried,West,453200.0,Life,41500.0,0.0,0.0,4.0,2.0,Auto-debit,2024-07-16,No,Yes
INS20327,53.0,Male,Self-employed,East,682500.0,Health,9500.0,0.0,1.0,7.0,2.0,Credit Card,2022-04-23,Yes,Yes
INS20328,55.0,Female,Salaried,West,993500.0,Motor,24800.0,56400.0,0.0,2.0,0.0,Credit Card,2022-02-15,No,Yes
INS20329,37.0,Female,Salaried,North,526300.0,Health,29200.0,0.0,0.0,2.0,1.0,Credit Card,2025-05-20,Yes,No
INS20330,32.0,Female,Salaried,South,1288500.0,Health,9500.0,53600.0,3.0,8.0,1.0,Auto-debit,2022-05-03,Yes,No
INS20331,111.0,Male,Business,North,417900.0,Motor,44300.0,0.0,0.0,11.0,1.0,Net Banking,2022-04-24,No,Yes
INS20332,22.0,Female,Self-employed,East,757200.0,Life,10400.0,0.0,1.0,7.0,4.0,Credit Card,2025-08-23,No,Yes
INS20333,20.0,Female,Self-employed,North,660900.0,Life,13200.0,141600.0,3.0,2.0,0.0,Net Banking,2022-03-02,No,Yes
INS20334,43.0,Male,Salaried,,1160500.0,Travel,20700.0,0.0,1.0,9.0,1.0,UPI,2023-02-22,No,Yes
INS20335,48.0,Male,Salaried,East,454000.0,Motor,20000.0,0.0,1.0,6.0,3.0,Auto-debit,2022-07-17,No,Yes
INS20336,40.0,Female,Business,East,,Travel,29800.0,0.0,1.0,3.0,0.0,Net Banking,2019-07-03,No,Yes
INS20337,,Male,Retired,North,207800.0,Motor,36300.0,0.0,0.0,7.0,0.0,Auto-debit,2024-05-21,No,Yes
INS20338,60.0,Female,Retired,East,687800.0,Motor,12700.0,0.0,0.0,11.0,1.0,Net Banking,2022-03-25,No,Yes
INS20339,46.0,Female,Salaried,West,235000.0,Motor,22500.0,0.0,2.0,11.0,3.0,Net Banking,2021-02-11,No,Yes
INS20340,47.0,Male,Salaried,East,260100.0,Health,-1.0,56800.0,0.0,6.0,3.0,Auto-debit,2024-08-23,No,Yes
INS20187,27.0,Female,Salaried,North,1297300.0,Life,14100.0,0.0,1.0,8.0,1.0,Net Banking,2025-03-11,No,Yes
INS20042,40.0,Male,Business,South,313800.0,Health,17800.0,19100.0,0.0,10.0,2.0,Auto-debit,2019-08-29,No,Yes
INS20234,40.0,Female,Business,North,180000.0,Life,48500.0,0.0,1.0,5.0,3.0,Auto-debit,2021-04-23,No,Yes
INS20263,36.0,Female,Business,West,922100.0,Motor,17700.0,0.0,0.0,3.0,0.0,Auto-debit,2018-03-23,No,Yes
INS20131,37.0,Male,SALARIED,South,957700.0,Motor,19800.0,29400.0,0.0,8.0,2.0,Auto-debit,2019-11-21,No,Yes
INS20015,45.0,Male,Salaried,North,1380400.0,Life,25000.0,0.0,2.0,10.0,0.0,Credit Card,2018-01-07,No,Yes
INS20114,28.0,Female,Salaried,North,930000.0,Health,26100.0,17600.0,0.0,9.0,3.0,Credit Card,2018-07-11,No,Yes
INS20022,51.0,Female,Self-employed,South,644000.0,Health,,0.0,1.0,1.0,0.0,UPI,2018-04-28,No,No
INS20239,3.0,Female,Business,West,416700.0,Motor,13500.0,0.0,0.0,4.0,2.0,UPI,2023-11-28,No,Yes
INS20107,43.0,Female,Retired,North,952900.0,Life,25400.0,0.0,1.0,3.0,2.0,Auto-debit,2021-06-27,No,No
INS20021,40.0,Male,Salaried,South,1586400.0,Motor,30900.0,22800.0,0.0,11.0,2.0,Auto-debit,2023-09-03,Yes,No
INS20135,145.0,FEMALE,Retired,South,209500.0,Health,17400.0,0.0,2.0,12.0,2.0,UPI,2023-10-30,No,Yes
INS20317,44.0,Male,Salaried,South,490300.0,Travel,24400.0,0.0,0.0,9.0,0.0,Net Banking,2024-05-16,No,Yes
INS20261,22.0,Male,Self-employed,North,245900.0,Life,41200.0,0.0,0.0,1.0,5.0,Auto-debit,2022-12-26,No,Yes
INS20166,47.0,Female,Salaried,South,921900.0,Motor,23100.0,0.0,1.0,2.0,3.0,Auto-debit,2019-03-31,No,Yes
INS20235,28.0,Female,Business,North,925700.0,Life,29600.0,78800.0,0.0,5.0,1.0,UPI,2025-08-24,No,Yes
INS20280,40.0,Male,Salaried,South,389800.0,Travel,18800.0,0.0,1.0,12.0,1.0,Auto-debit,2023-01-24,No,Yes
INS20075,30.0,Female,Salaried,South,255000.0,Health,33700.0,74800.0,1.0,11.0,1.0,UPI,2025-03-22,No,Yes
