longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-119.4,35.2,33.0,5050.0,964.0,2293.0,919.0,3.2,75400
-119.4,35.1,34.0,1440.0,309.0,808.0,294.0,2.3,26600
-119.5,35.1,46.0,2745.0,543.0,1423.0,482.0,2.2,26900
-119.5,35.1,44.0,4599.0,877.0,2140.0,831.0,3.0,63800
-119.5,35.4,32.0,2167.0,421.0,1301.0,394.0,2.0,69800
-119.4,35.4,24.0,2585.0,480.0,1442.0,424.0,2.8,104700
-119.1,35.4,12.0,5589.0,941.0,3018.0,917.0,4.5,96900
-119.1,35.4,22.0,984.0,176.0,451.0,170.0,3.2,88900
-119.1,35.4,13.0,1264.0,202.0,552.0,187.0,4.6,94300
-119.2,35.4,12.0,2835.0,471.0,1399.0,413.0,4.4,149000
-119.2,35.4,6.0,7383.0,1095.0,3415.0,1059.0,5.3,157300
-119.1,35.4,18.0,1521.0,269.0,706.0,279.0,4.4,121000
-119.1,35.4,37.0,2044.0,394.0,894.0,359.0,2.9,82800
-119.1,35.4,13.0,4527.0,713.0,2170.0,671.0,4.8,146200
-119.2,35.5,36.0,1253.0,259.0,932.0,249.0,2.2,110400
-119.3,35.5,36.0,786.0,194.0,573.0,134.0,2.2,37500
-119.3,35.5,39.0,2649.0,572.0,1815.0,547.0,2.4,65400
-119.3,35.5,38.0,2536.0,409.0,1133.0,430.0,4.2,78600
-119.3,35.5,34.0,1367.0,329.0,796.0,319.0,2.8,61100
-119.3,35.5,28.0,1089.0,179.0,544.0,190.0,3.2,95800
-119.3,35.5,34.0,1923.0,379.0,1101.0,351.0,2.4,65800
-119.3,35.5,28.0,3107.0,782.0,3260.0,738.0,1.7,58600
-119.3,35.5,21.0,2171.0,483.0,1315.0,450.0,1.7,52100
-119.4,35.5,34.0,2304.0,437.0,1506.0,403.0,2.2,64600
-119.3,35.6,16.0,1584.0,309.0,1011.0,268.0,2.5,58800
-119.4,35.6,29.0,510.0,84.0,236.0,73.0,2.7,125000
-119.4,35.6,13.0,1657.0,362.0,1186.0,376.0,1.2,63200
-119.3,35.6,33.0,3240.0,654.0,1809.0,616.0,2.4,71900
-119.3,35.6,33.0,2143.0,488.0,1732.0,509.0,1.9,59000
-119.3,35.6,32.0,2703.0,683.0,2682.0,675.0,1.5,60500
-119.4,35.6,14.0,2719.0,502.0,1497.0,457.0,3.2,71800
-119.3,35.6,20.0,3085.0,691.0,2645.0,676.0,1.8,54100
-119.7,35.6,18.0,820.0,239.0,1345.0,207.0,2.1,47500
-119.8,35.6,21.0,2403.0,483.0,1647.0,415.0,2.6,80000
-119.1,35.8,30.0,735.0,137.0,421.0,113.0,2.6,156300
-119.3,35.8,15.0,3938.0,789.0,3500.0,768.0,2.1,59800
-119.2,35.6,29.0,1476.0,220.0,902.0,205.0,2.7,83300
-119.2,35.7,21.0,1885.0,398.0,1539.0,388.0,2.5,58500
-119.2,35.7,16.0,2874.0,677.0,3078.0,651.0,1.9,55200
-119.2,35.7,32.0,3216.0,750.0,2639.0,709.0,2.0,54700
-119.2,35.8,27.0,1513.0,342.0,1346.0,323.0,2.7,59800
-119.2,35.8,35.0,1618.0,378.0,1449.0,398.0,1.7,56500
-119.2,35.8,36.0,2332.0,656.0,2175.0,610.0,1.6,57300
-119.2,35.8,36.0,1598.0,443.0,1658.0,417.0,1.5,52100
-119.2,35.8,8.0,3271.0,797.0,2700.0,688.0,1.7,62200
-119.2,35.8,35.0,1927.0,386.0,1371.0,414.0,2.3,69900
-119.2,35.8,8.0,1612.0,343.0,1230.0,330.0,2.2,67200
-119.2,35.8,31.0,2862.0,606.0,2467.0,600.0,2.3,62100
-119.2,35.8,28.0,1737.0,521.0,1764.0,514.0,1.8,67800
-119.2,35.8,36.0,3225.0,635.0,2034.0,593.0,2.4,72500
-119.2,35.7,16.0,2275.0,659.0,1914.0,614.0,2.0,68400
-119.2,35.8,26.0,2636.0,468.0,1416.0,485.0,4.2,84000
-118.9,35.5,6.0,1755.0,280.0,664.0,254.0,6.3,216400
-119.0,35.4,20.0,3458.0,651.0,1465.0,621.0,2.6,82500
-118.9,35.4,13.0,1439.0,237.0,557.0,227.0,6.2,204200
-118.3,35.7,18.0,2327.0,642.0,799.0,335.0,1.8,92300
-118.1,35.7,15.0,1962.0,403.0,730.0,321.0,2.2,67500
-118.4,35.8,23.0,3166.0,700.0,1097.0,493.0,2.6,96000
-118.5,35.7,18.0,4754.0,1075.0,1366.0,690.0,2.1,81200
-118.5,35.7,18.0,3303.0,814.0,986.0,522.0,1.6,101400
-118.6,35.7,28.0,1491.0,408.0,98.0,48.0,1.4,90000
-118.9,35.6,33.0,1504.0,325.0,584.0,223.0,3.5,94600
-118.2,35.5,17.0,2354.0,514.0,775.0,380.0,1.8,59400
-118.3,35.6,15.0,2966.0,669.0,1007.0,465.0,1.6,72500
-118.4,35.6,15.0,5907.0,1257.0,2310.0,1001.0,2.3,96900
-118.4,35.6,18.0,2304.0,527.0,782.0,390.0,1.4,75800
-118.5,35.6,17.0,2248.0,535.0,927.0,427.0,1.3,68500
-118.5,35.6,17.0,4002.0,930.0,1614.0,731.0,1.6,67300
-118.4,35.6,16.0,5396.0,1182.0,1802.0,807.0,1.9,69700
-118.6,35.5,13.0,2267.0,601.0,756.0,276.0,2.5,78400
-117.7,35.7,35.0,2916.0,594.0,1870.0,432.0,3.6,55000
-117.7,35.6,33.0,2579.0,564.0,1155.0,431.0,2.0,42100
-117.7,35.6,18.0,2737.0,589.0,1128.0,533.0,2.8,72000
-117.7,35.6,15.0,2701.0,576.0,1245.0,513.0,3.3,81900
-117.7,35.6,5.0,1131.0,276.0,520.0,232.0,4.0,87500
-117.7,35.6,8.0,2683.0,416.0,1154.0,399.0,5.9,109400
-117.7,35.6,15.0,3253.0,573.0,1408.0,586.0,5.2,95700
-117.7,35.6,6.0,2115.0,342.0,927.0,337.0,6.2,115700
-117.7,35.6,32.0,3661.0,787.0,1613.0,706.0,3.1,63500
-117.7,35.6,18.0,4334.0,641.0,1777.0,661.0,6.1,105300
-117.7,35.6,5.0,3151.0,482.0,1335.0,428.0,5.6,109000
-117.7,35.6,18.0,2657.0,496.0,1426.0,483.0,3.6,71900
-117.7,35.6,9.0,4241.0,832.0,1929.0,742.0,3.6,84500
-117.7,35.6,12.0,1678.0,241.0,765.0,281.0,6.1,102800
-117.7,35.6,16.0,2678.0,483.0,1473.0,487.0,3.9,70200
-117.7,35.6,30.0,2994.0,741.0,1481.0,581.0,2.1,52400
-117.6,35.6,10.0,2656.0,506.0,1349.0,501.0,4.2,83200
-117.7,35.6,11.0,5897.0,1138.0,2728.0,1072.0,4.2,85700
-117.7,35.6,5.0,5735.0,932.0,2623.0,862.0,4.8,87200
-117.7,35.6,14.0,1740.0,391.0,850.0,317.0,2.6,91700
-117.8,35.6,12.0,2014.0,372.0,1027.0,356.0,3.9,101300
-117.7,35.6,9.0,3811.0,605.0,1518.0,568.0,5.6,142500
-117.8,35.6,19.0,1124.0,290.0,598.0,261.0,1.9,54300
-117.9,35.7,13.0,2566.0,449.0,1181.0,414.0,4.2,91800
-117.8,35.5,11.0,1751.0,316.0,765.0,296.0,5.1,98000
-117.7,35.6,15.0,2357.0,484.0,1110.0,442.0,3.2,81700
-117.8,35.4,28.0,1913.0,486.0,858.0,371.0,2.0,50800
-118.0,35.0,21.0,1739.0,425.0,945.0,362.0,3.4,86500
-117.8,35.0,30.0,2555.0,510.0,1347.0,467.0,3.4,71800
-117.8,35.2,4.0,18.0,3.0,8.0,6.0,1.6,275000
-117.8,35.2,4.0,2.0,2.0,6.0,2.0,2.4,137500
-118.0,35.1,15.0,1926.0,361.0,917.0,316.0,3.4,68500
-118.0,35.1,5.0,4849.0,920.0,2504.0,847.0,3.5,81900
-118.0,35.1,4.0,2630.0,502.0,1150.0,422.0,4.2,104400
-118.0,35.1,1.0,83.0,15.0,32.0,15.0,4.9,141700
-118.0,35.1,4.0,923.0,166.0,352.0,135.0,4.6,84500
-118.0,35.2,15.0,2180.0,416.0,960.0,370.0,2.9,87800
-118.3,34.9,20.0,873.0,175.0,422.0,159.0,3.0,91700
-118.3,34.9,11.0,7353.0,1482.0,3571.0,1308.0,2.8,130000
-117.7,35.0,28.0,2969.0,648.0,1644.0,570.0,3.4,54900
-117.7,35.0,33.0,1589.0,307.0,853.0,272.0,4.2,64400
-117.6,35.0,36.0,1184.0,316.0,672.0,241.0,1.9,39800
-118.2,34.9,10.0,4597.0,1009.0,2227.0,821.0,2.6,83500
-118.2,34.9,9.0,1507.0,293.0,761.0,278.0,3.0,87900
-118.2,34.9,2.0,2103.0,389.0,923.0,338.0,5.1,111100
-118.2,34.9,21.0,2370.0,540.0,1488.0,554.0,2.7,83300
-118.2,35.1,15.0,1069.0,296.0,569.0,263.0,2.0,73300
-118.2,35.0,44.0,1297.0,307.0,776.0,278.0,2.6,68900
-118.2,35.0,14.0,2992.0,573.0,1631.0,526.0,3.7,83200
-118.2,35.0,29.0,1671.0,368.0,821.0,337.0,2.2,56800
-118.5,35.2,7.0,4371.0,727.0,1932.0,654.0,4.6,136800
-118.7,35.2,7.0,9664.0,1692.0,3617.0,1370.0,4.1,162900
-118.3,35.3,10.0,2939.0,605.0,1167.0,446.0,2.4,79000
-118.5,35.1,4.0,8417.0,1657.0,4631.0,1468.0,3.7,115800
-118.6,35.1,6.0,3660.0,646.0,1243.0,482.0,3.5,137200
-118.6,35.0,11.0,4031.0,766.0,1539.0,564.0,3.9,120800
-118.5,35.1,19.0,3109.0,640.0,1457.0,620.0,2.6,94900
-118.5,35.1,16.0,4084.0,812.0,2033.0,668.0,3.2,85500
-118.4,35.1,8.0,1968.0,376.0,930.0,360.0,3.3,99800
-118.4,35.1,34.0,1170.0,290.0,602.0,266.0,1.8,80000
-118.4,35.1,21.0,1899.0,447.0,1133.0,391.0,1.9,67900
-118.9,35.3,28.0,1793.0,358.0,1233.0,351.0,2.8,82200
-119.0,35.3,24.0,1341.0,214.0,667.0,184.0,4.0,94500
-118.8,35.3,33.0,1190.0,217.0,717.0,196.0,2.6,81300
-118.9,35.1,29.0,1297.0,262.0,909.0,253.0,1.9,106300
-118.8,35.2,26.0,1639.0,352.0,1222.0,395.0,1.8,68000
-118.8,35.2,31.0,2358.0,580.0,2302.0,574.0,2.0,53900
-118.8,35.2,17.0,1959.0,484.0,1763.0,453.0,2.1,53500
-118.8,35.2,34.0,2185.0,469.0,1910.0,455.0,2.1,57300
-118.8,35.2,17.0,2783.0,678.0,2566.0,641.0,2.0,51200
-118.9,35.3,29.0,1401.0,317.0,1344.0,306.0,2.1,61400
-118.9,35.3,31.0,6145.0,1492.0,5666.0,1457.0,1.9,54600
-118.9,35.3,20.0,3815.0,924.0,3450.0,920.0,2.0,63700
-118.9,35.2,29.0,2888.0,753.0,2949.0,699.0,1.8,45500
-119.7,36.4,38.0,1016.0,202.0,540.0,187.0,2.3,75000
-119.6,36.4,30.0,1860.0,337.0,1123.0,347.0,3.5,94200
-119.6,36.4,26.0,1912.0,339.0,1002.0,311.0,3.0,126300
-119.7,36.4,25.0,1688.0,302.0,879.0,277.0,3.3,103100
-119.8,36.4,41.0,831.0,149.0,443.0,146.0,3.1,100000
-119.8,36.4,25.0,1549.0,269.0,819.0,272.0,2.7,101400
-119.9,36.3,26.0,1414.0,265.0,779.0,249.0,2.9,83900
-119.9,36.3,25.0,8363.0,1636.0,7679.0,1580.0,2.0,106300
-119.8,36.3,19.0,3252.0,614.0,1971.0,607.0,3.1,75800
-119.8,36.3,14.0,3400.0,618.0,1867.0,612.0,4.0,92500
-119.8,36.3,14.0,1287.0,291.0,737.0,269.0,3.2,126400
-119.8,36.3,14.0,3677.0,863.0,2191.0,785.0,2.6,69100
-119.8,36.3,25.0,4984.0,1029.0,2414.0,961.0,2.3,72300
-119.8,36.3,24.0,2202.0,471.0,1052.0,439.0,2.1,62000
-119.8,36.3,30.0,1846.0,391.0,1255.0,352.0,2.2,66600
-119.8,36.3,16.0,1717.0,277.0,903.0,289.0,4.3,93100
-119.8,36.3,6.0,1265.0,227.0,764.0,246.0,4.3,104200
-119.8,36.3,18.0,942.0,193.0,424.0,174.0,2.1,87500
-119.8,36.3,16.0,1006.0,212.0,515.0,200.0,3.2,112500
-119.8,36.3,29.0,1871.0,315.0,1066.0,309.0,4.6,100800
-119.8,36.3,7.0,479.0,84.0,327.0,103.0,5.2,107500
-119.8,36.3,24.0,544.0,112.0,442.0,106.0,3.1,56100
-119.7,36.3,33.0,1287.0,214.0,580.0,210.0,3.2,112500
-119.7,36.3,40.0,1185.0,221.0,676.0,256.0,2.3,52600
-119.7,36.3,40.0,1178.0,244.0,586.0,187.0,2.6,43500
-119.7,36.3,20.0,2440.0,433.0,1579.0,400.0,2.8,60200
-119.7,36.3,10.0,956.0,201.0,693.0,220.0,2.3,62000
-119.7,36.4,10.0,1090.0,164.0,470.0,158.0,4.9,118800
-119.6,36.4,4.0,3725.0,783.0,1478.0,600.0,3.5,148000
-119.6,36.4,21.0,1745.0,266.0,837.0,292.0,4.4,107900
-119.6,36.4,38.0,3148.0,568.0,1378.0,537.0,2.9,85500
-119.7,36.4,15.0,1724.0,374.0,947.0,391.0,3.1,91900
-119.6,36.4,13.0,2360.0,340.0,1055.0,312.0,5.2,97400
-119.6,36.4,23.0,3182.0,563.0,1525.0,585.0,3.8,90400
-119.6,36.4,4.0,1684.0,343.0,920.0,324.0,4.2,90600
-119.6,36.4,10.0,3674.0,734.0,1864.0,718.0,2.6,80300
-119.6,36.4,30.0,1765.0,310.0,746.0,298.0,2.8,70200
-119.6,36.3,26.0,1463.0,261.0,699.0,219.0,3.6,71400
-119.6,36.3,14.0,2928.0,600.0,1633.0,559.0,1.8,67500
-119.6,36.3,32.0,1492.0,284.0,926.0,264.0,3.0,61500
-119.6,36.3,36.0,1518.0,287.0,749.0,255.0,2.2,61000
-119.7,36.3,32.0,1338.0,276.0,859.0,286.0,2.6,59700
-119.6,36.3,46.0,1730.0,337.0,752.0,323.0,1.9,67200
-119.6,36.3,47.0,1869.0,357.0,832.0,315.0,3.1,76100
-119.6,36.3,32.0,2958.0,670.0,1504.0,627.0,1.9,56700
-119.6,36.3,41.0,3095.0,766.0,1852.0,721.0,1.5,51700
-119.6,36.3,52.0,1257.0,257.0,624.0,243.0,2.4,59100
-119.6,36.3,47.0,1059.0,268.0,693.0,241.0,1.4,53800
-119.7,36.3,26.0,592.0,121.0,268.0,116.0,1.8,120800
-119.7,36.3,19.0,1241.0,244.0,850.0,237.0,2.9,81700
-119.7,36.3,16.0,2048.0,373.0,1052.0,388.0,4.1,92800
-119.7,36.3,10.0,1623.0,409.0,988.0,395.0,1.4,58100
-119.7,36.3,24.0,2652.0,568.0,1532.0,445.0,2.3,56800
-119.7,36.3,28.0,1325.0,276.0,873.0,240.0,2.6,54400
-119.7,36.3,12.0,2739.0,535.0,1859.0,498.0,3.0,60600
-119.7,36.3,18.0,1147.0,202.0,717.0,212.0,3.4,70500
-119.6,36.3,11.0,1294.0,314.0,713.0,290.0,1.5,50400
-119.6,36.3,32.0,2205.0,523.0,1772.0,479.0,1.4,43100
-119.6,36.3,28.0,941.0,175.0,588.0,180.0,2.3,53400
-119.6,36.3,27.0,1513.0,314.0,1071.0,284.0,1.6,50100
-119.6,36.3,25.0,1847.0,371.0,1460.0,353.0,1.9,46300
-119.6,36.3,20.0,2673.0,452.0,1394.0,449.0,2.6,97400
-119.7,36.2,35.0,2011.0,349.0,970.0,300.0,2.4,94100
-119.6,36.2,23.0,207.0,45.0,171.0,50.0,2.4,100000
-119.6,36.1,32.0,752.0,159.0,524.0,155.0,2.2,50000
-119.6,36.1,6.0,2015.0,413.0,992.0,319.0,2.4,53200
-119.6,36.1,21.0,1382.0,327.0,1469.0,355.0,1.4,46500
-119.6,36.1,29.0,424.0,78.0,284.0,73.0,1.5,43800
-119.6,36.1,25.0,1093.0,262.0,893.0,252.0,2.1,50800
-119.6,36.1,35.0,1648.0,285.0,792.0,265.0,3.3,64700
-119.6,36.1,14.0,1267.0,290.0,1077.0,279.0,1.8,52300
-119.6,36.1,37.0,766.0,189.0,639.0,190.0,1.7,42100
-119.6,36.1,21.0,2004.0,385.0,1397.0,398.0,2.2,61600
-119.6,36.1,16.0,1461.0,400.0,1201.0,384.0,1.6,54800
-119.6,36.1,36.0,1729.0,317.0,737.0,278.0,3.5,68800
-119.6,36.1,37.0,1676.0,316.0,707.0,274.0,2.1,60700
-119.7,36.2,21.0,1548.0,308.0,1137.0,306.0,2.5,61300
-119.9,36.2,43.0,187.0,38.0,106.0,40.0,1.9,137500
-119.8,36.2,33.0,1293.0,272.0,694.0,229.0,2.0,52200
-120.0,36.1,23.0,333.0,92.0,198.0,55.0,0.5,100000
-120.0,36.0,25.0,1047.0,270.0,1505.0,286.0,2.1,47700
-119.8,36.0,20.0,156.0,39.0,171.0,37.0,3.0,225000
-120.1,36.0,27.0,2533.0,518.0,1371.0,461.0,3.0,60900
-120.1,36.0,18.0,1165.0,334.0,1119.0,308.0,2.2,48500
-120.1,36.0,33.0,1726.0,420.0,1371.0,388.0,2.0,43900
-120.1,36.0,7.0,2049.0,482.0,1387.0,422.0,2.2,56200
-120.1,35.9,26.0,48.0,8.0,13.0,8.0,2.4,71300
-120.0,35.9,16.0,259.0,53.0,131.0,38.0,3.1,62500
-122.9,39.4,16.0,411.0,114.0,26.0,19.0,0.5,73500
-122.9,39.2,39.0,1295.0,240.0,534.0,179.0,4.0,98900
-122.9,39.2,43.0,89.0,18.0,86.0,27.0,2.0,72500
-122.9,39.2,44.0,202.0,42.0,142.0,39.0,4.4,68300
-122.9,39.2,45.0,1314.0,277.0,649.0,232.0,2.6,73600
-122.9,39.1,20.0,1125.0,231.0,521.0,196.0,2.2,106300
-123.1,39.1,24.0,1098.0,193.0,353.0,145.0,3.8,92600
-123.0,39.1,17.0,380.0,69.0,225.0,72.0,3.2,137500
-122.9,39.1,10.0,1588.0,333.0,585.0,254.0,2.3,71100
-122.9,39.1,15.0,2483.0,544.0,835.0,380.0,1.9,143200
-122.9,39.1,24.0,341.0,64.0,146.0,57.0,4.0,166300
-122.9,39.1,18.0,681.0,120.0,272.0,105.0,2.9,140600
-123.0,39.0,14.0,1582.0,301.0,851.0,273.0,3.4,164100
-122.9,39.1,21.0,2202.0,484.0,1000.0,381.0,2.4,102300
-122.9,39.1,21.0,1236.0,238.0,601.0,261.0,1.9,100300
-122.9,39.0,16.0,1548.0,295.0,605.0,250.0,3.6,119000
-122.9,39.0,20.0,1128.0,229.0,621.0,210.0,3.2,93500
-122.9,39.0,38.0,3131.0,624.0,1591.0,568.0,2.5,80700
-122.9,39.0,27.0,789.0,208.0,295.0,108.0,3.8,95000
-122.9,39.0,14.0,2374.0,557.0,723.0,427.0,1.4,95800
-122.7,39.1,13.0,532.0,111.0,214.0,62.0,3.4,108300
-122.9,39.1,15.0,1927.0,427.0,810.0,321.0,1.6,86500
-122.9,39.1,24.0,3127.0,674.0,1015.0,448.0,2.0,78800
-122.8,39.1,26.0,2191.0,495.0,679.0,371.0,1.5,94700
-122.8,39.1,20.0,1798.0,395.0,685.0,331.0,1.6,66800
-122.8,39.1,17.0,1880.0,467.0,798.0,342.0,1.5,65000
-122.8,39.1,23.0,952.0,200.0,321.0,128.0,1.5,89000
-122.8,39.0,15.0,1601.0,323.0,661.0,269.0,2.6,108900
-122.5,39.1,11.0,1264.0,271.0,370.0,177.0,1.3,69700
-122.7,39.0,9.0,254.0,50.0,66.0,29.0,2.8,112500
-122.7,39.0,23.0,1618.0,395.0,425.0,244.0,2.0,111500
-122.7,39.0,27.0,2199.0,527.0,744.0,316.0,2.1,72400
-122.7,39.0,27.0,1446.0,329.0,594.0,255.0,1.2,53300
-122.7,39.0,16.0,3715.0,810.0,943.0,510.0,1.7,109400
-122.7,39.0,18.0,793.0,148.0,186.0,59.0,2.3,162500
-122.7,39.0,18.0,1177.0,224.0,181.0,105.0,2.4,134700
-122.6,39.0,16.0,4279.0,951.0,1596.0,666.0,1.9,75900
-122.5,39.0,16.0,975.0,219.0,337.0,155.0,1.7,77800
-122.7,39.0,27.0,2300.0,508.0,526.0,254.0,2.2,109700
-122.6,39.0,32.0,1856.0,472.0,703.0,292.0,1.2,60000
-122.6,39.0,17.0,1708.0,459.0,633.0,312.0,1.8,64000
-122.6,39.0,19.0,2230.0,538.0,832.0,359.0,1.7,58800
-122.6,38.9,14.0,1731.0,400.0,638.0,282.0,2.3,57500
-122.6,38.9,14.0,231.0,36.0,108.0,31.0,4.4,71300
-122.6,38.9,16.0,1657.0,390.0,572.0,301.0,1.5,62000
-122.6,39.0,16.0,1914.0,446.0,828.0,332.0,2.1,69000
-122.6,39.0,20.0,2507.0,577.0,1072.0,457.0,2.3,60200
-122.6,39.0,27.0,2143.0,580.0,898.0,367.0,1.7,63200
-122.6,39.0,29.0,883.0,187.0,326.0,136.0,1.7,58200
-122.6,39.0,28.0,1503.0,370.0,522.0,268.0,1.2,68900
-122.6,39.0,11.0,686.0,127.0,246.0,86.0,1.7,77300
-122.6,38.9,25.0,661.0,144.0,192.0,93.0,1.8,49000
-122.6,38.9,18.0,3844.0,969.0,1832.0,845.0,1.1,81800
-122.6,38.9,13.0,524.0,129.0,215.0,90.0,1.5,55000
-122.7,39.0,17.0,2554.0,540.0,723.0,319.0,3.2,114200
-122.8,39.0,17.0,4162.0,967.0,889.0,414.0,3.4,200500
-122.8,39.0,23.0,642.0,203.0,265.0,84.0,1.9,96900
-122.8,39.0,11.0,5175.0,971.0,2144.0,792.0,3.0,97300
-122.7,38.9,9.0,1245.0,234.0,517.0,187.0,3.1,93400
-122.7,38.9,20.0,41.0,18.0,94.0,10.0,1.4,55000
-122.9,39.0,20.0,1592.0,327.0,647.0,253.0,2.5,136800
-122.8,39.0,20.0,1580.0,318.0,753.0,252.0,1.9,88500
-122.8,39.0,15.0,289.0,49.0,191.0,54.0,1.7,113900
-122.8,39.0,17.0,1383.0,347.0,719.0,296.0,1.6,77800
-122.8,39.0,21.0,939.0,176.0,556.0,178.0,1.7,75000
-122.9,39.0,20.0,2067.0,384.0,904.0,333.0,3.0,134200
-122.9,38.9,20.0,1214.0,247.0,504.0,223.0,2.7,105700
-122.8,39.0,15.0,1318.0,296.0,567.0,276.0,1.9,93800
-122.8,38.9,26.0,712.0,140.0,293.0,100.0,4.0,119400
-122.8,38.9,11.0,640.0,134.0,268.0,90.0,3.5,100000
-122.7,38.9,29.0,2781.0,521.5,890.0,310.0,2.0,96600
-122.7,38.8,12.0,4515.0,909.0,1554.0,528.0,3.4,90800
-122.5,38.9,10.0,304.0,63.0,161.0,61.0,2.2,112500
-122.6,38.9,15.0,1410.0,329.0,599.0,273.0,2.2,75000
-122.6,38.9,23.0,292.0,56.0,92.0,41.0,3.0,91700
-122.6,38.9,13.0,520.0,115.0,249.0,109.0,1.8,84700
-122.6,38.9,30.0,70.0,38.0,20.0,13.0,4.1,112500
-122.6,38.9,16.0,1177.0,240.0,519.0,199.0,1.6,73500
-122.5,38.8,12.0,2394.0,443.0,877.0,341.0,2.6,109200
-122.5,38.8,9.0,2589.0,482.0,1050.0,374.0,4.0,132600
-122.6,38.8,7.0,3639.0,637.0,1027.0,421.0,3.9,132100
-122.6,38.8,15.0,764.0,145.0,366.0,143.0,3.4,103100
-122.7,38.8,22.0,852.0,176.0,461.0,142.0,3.4,83300
-122.7,38.8,29.0,994.0,226.0,302.0,117.0,2.3,67900
-122.6,38.7,21.0,1425.0,323.0,727.0,287.0,2.1,85300
-122.6,38.7,20.0,531.0,126.0,231.0,96.0,2.6,89600
-122.5,38.7,26.0,102.0,17.0,43.0,13.0,0.5,87500
-121.1,41.1,26.0,1707.0,308.0,761.0,250.0,2.7,48100
-121.0,41.1,29.0,779.0,136.0,364.0,123.0,2.5,59200
-121.1,40.8,17.0,976.0,202.0,511.0,175.0,3.7,80800
-120.4,41.0,27.0,777.0,185.0,318.0,115.0,1.7,40000
-120.4,40.6,33.0,240.0,49.0,63.0,22.0,3.6,200000
-120.8,40.6,11.0,2635.0,667.0,280.0,132.0,1.7,118300
-121.0,40.5,17.0,890.0,167.0,406.0,154.0,3.3,78300
-121.0,40.3,19.0,683.0,139.0,302.0,111.0,2.5,64100
-121.0,40.4,52.0,5486.0,1044.0,1977.0,754.0,2.2,49500
-120.7,40.5,15.0,5343.0,752.5,2503.0,902.0,3.6,85900
-120.6,40.4,15.0,2045.0,461.0,1121.0,402.0,2.7,71500
-120.7,40.4,35.0,1450.0,325.0,717.0,297.0,2.5,66400
-120.6,40.4,39.0,3240.0,652.0,1467.0,621.0,2.2,64300
-120.7,40.4,52.0,2081.0,478.0,1051.0,419.0,2.3,70200
-120.6,40.4,50.0,1741.0,424.0,987.0,383.0,1.5,59300
-120.7,40.4,19.0,4462.0,828.0,2229.0,777.0,3.6,105700
-120.6,40.4,16.0,3412.0,667.0,1873.0,590.0,2.3,61800
-120.4,40.4,26.0,1652.0,313.0,762.0,280.0,2.5,85600
-120.4,40.4,19.0,689.0,143.0,355.0,127.0,1.7,70000
-120.5,40.4,36.0,36.0,8.0,4198.0,7.0,5.5,67500
-120.5,40.3,17.0,3391.0,623.0,1529.0,571.0,3.4,91000
-120.5,40.3,16.0,1821.0,360.0,969.0,359.0,3.5,85100
-120.4,40.2,21.0,789.0,141.0,406.0,146.0,2.1,73500
-120.2,40.3,26.0,2399.0,518.0,1037.0,443.0,2.7,47600
-120.1,39.9,19.0,2335.0,518.0,1028.0,383.0,1.7,60700
-118.3,34.3,27.0,5205.0,859.0,2363.0,888.0,6.2,276100
-118.3,34.3,32.0,1079.0,207.0,486.0,167.0,5.0,213000
-118.3,34.3,33.0,3177.0,713.0,1845.0,612.0,4.0,191100
-118.3,34.3,37.0,2824.0,633.0,1619.0,573.0,3.6,184500
-118.3,34.3,42.0,2186.0,423.0,1145.0,439.0,4.8,191900
-118.3,34.2,35.0,2045.0,450.0,1166.0,407.0,3.5,197600
-118.3,34.2,29.0,2559.0,522.0,1886.0,769.0,2.6,162100
-118.3,34.2,19.0,1988.0,594.0,1399.0,527.0,2.5,175000
-118.3,34.2,8.0,5568.0,1514.0,3565.0,1374.0,3.1,161500
-118.3,34.2,37.0,2489.0,454.0,1215.0,431.0,5.0,257600
-118.3,34.2,35.0,2091.0,360.0,879.0,326.0,4.4,261900
-118.3,34.2,30.0,2180.0,369.0,1050.0,390.0,6.4,277600
-118.3,34.2,35.0,779.0,143.0,371.0,150.0,4.7,230100
-118.3,34.2,39.0,699.0,150.0,358.0,143.0,4.4,195800
-118.3,34.2,32.0,2542.0,526.0,1278.0,493.0,4.4,263600
-118.3,34.2,29.0,3390.0,580.0,1543.0,576.0,5.6,316900
-118.3,34.2,36.0,1300.0,304.0,688.0,261.0,3.2,176700
-118.3,34.2,31.0,6434.0,1188.0,3540.0,1131.0,4.3,293300
-118.4,34.2,19.0,9259.0,1653.0,3963.0,1595.0,6.0,228700
-118.4,34.2,30.0,1260.0,222.0,638.0,229.0,4.1,258300
-118.4,34.2,39.0,1470.0,312.0,1047.0,284.0,3.3,181400
-118.4,34.2,42.0,1073.0,220.0,804.0,226.0,3.8,172600
-118.3,34.3,34.0,3258.0,610.0,1810.0,633.0,5.1,219900
-118.3,34.3,35.0,1446.0,274.0,759.0,291.0,6.1,215600
-118.3,34.3,43.0,1510.0,310.0,809.0,277.0,3.6,176500
-118.3,34.3,40.0,1065.0,214.0,605.0,183.0,4.2,185900
-118.3,34.3,38.0,2264.0,460.0,1124.0,388.0,4.3,189600
-118.3,34.3,41.0,1297.0,327.0,733.0,315.0,3.1,160300
-118.3,34.3,34.0,1797.0,363.0,948.0,363.0,4.1,187300
